City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,san antonio de pale,-1.4014,5.6325,27.96,76,77,3.11,GQ,1738940090
360,sainte-menehould,49.0833,4.9,5.41,72,100,5.69,FR,1738940091
361,bedford heights,41.417,-81.5273,-4.62,70,40,6.69,US,1738940092
362,laibin,23.7,109.2667,8.01,55,100,7.88,CN,1738940093
363,chegdomyn,51.1167,133.0167,-13.68,74,100,3.1,RU,1738940094
364,lewistown,40.5992,-77.5714,2.67,72,75,11.83,US,1738940095
365,santa rosa de rio primero,-31.1523,-63.4019,34.48,30,0,4.38,AR,1738940097
366,usogorsk,63.4106,48.6872,-4.63,89,87,4.8,RU,1738940098
367,vadso,70.0744,29.7487,5.09,75,75,9.77,NO,1738940099
368,changping,40.2186,116.2197,-10.4,27,0,4.82,CN,1738940100
369,manicore,-5.8092,-61.3003,27.08,78,99,1.07,BR,1738940101
370,lock haven,41.137,-77.4469,-3.0,51,92,6.61,US,1738940037
371,valparaiso,-33.0393,-71.6273,23.04,51,100,6.17,CL,1738940074
372,acarau,-2.8856,-40.12,28.35,72,100,5.45,BR,1738940105
373,cockburn town,21.4612,-71.1419,24.97,79,1,8.23,TC,1738940106
374,pangoa,-12.1167,-73.0,29.6,54,10,0.91,PE,1738940107
375,arraial do cabo,-22.9661,-42.0278,31.98,58,0,4.63,BR,1738940069
376,tazacorte,28.629,-17.9293,19.53,79,75,2.68,ES,1738940109
377,la foa,-21.7108,165.8276,23.45,88,100,1.23,NC,1738940110
378,oodweyne,9.4092,45.064,27.45,24,74,1.12,SO,1738940112
379,ternate,0.8,127.4,27.33,81,85,4.49,ID,1738940113
380,achinsk,56.2694,90.4993,-19.85,100,100,0.38,RU,1738940114
381,portland,45.5234,-122.6762,1.29,91,81,1.79,US,1738940115
382,ares,-6.1944,-35.1603,30.24,58,77,5.94,BR,1738940116
383,'ali al gharbi,32.4633,46.6864,14.81,38,5,3.08,IQ,1738940117
384,kodarma,24.4667,85.6,16.14,20,0,1.99,IN,1738940118
385,ghadamis,30.1337,9.5007,20.61,23,0,7.69,LY,1738940119
386,agadez,19.75,10.25,28.84,13,47,3.09,NE,1738940121
387,santa terezinha,-29.9002,-50.0904,27.18,67,1,6.03,BR,1738939826
388,labinsk,44.6342,40.7356,-0.05,73,90,8.32,RU,1738940123
389,granby,45.4001,-72.7324,-4.04,63,100,4.63,CA,1738939802
390,paulista,-7.9408,-34.8731,29.92,62,99,4.51,BR,1738940054
391,kadhan,24.481,68.9859,21.95,19,53,2.0,PK,1738940126
392,zhigalovo,54.8097,105.1578,-31.8,100,58,0.7,RU,1738940127
393,uiju,40.1994,124.5317,-15.26,88,7,2.14,KP,1738940129
394,tippi,7.2,35.45,30.37,26,83,2.07,ET,1738940130
395,alindao,5.0267,21.2088,38.92,11,61,1.76,CF,1738940131
396,floro,61.5996,5.0328,5.98,65,0,0.51,NO,1738940132
397,atyrau,47.1167,51.8833,-5.99,63,0,9.0,KZ,1738940133
398,la sarre,48.8002,-79.1996,-9.26,87,100,7.1,CA,1738940134
399,sevlievo,43.0258,25.1136,1.08,53,7,2.52,BG,1738940135
400,jiangyou,31.7667,104.7167,6.18,79,100,1.95,CN,1738940136
401,kavaratti,10.5669,72.642,27.56,68,47,2.29,IN,1738940138
402,hwange,-18.3693,26.5019,33.23,28,4,3.1,ZW,1738940139
403,clifton,40.8584,-74.1638,5.69,54,75,7.2,US,1738939849
404,kolonia,50.9333,6.95,5.54,64,100,5.14,DE,1738939936
405,kerikeri,-35.2268,173.9474,16.61,93,46,1.39,NZ,1738939969
406,abepura,-2.6333,140.5833,25.45,94,20,0.51,ID,1738940143
407,ijevan,40.8783,45.1492,-1.15,92,90,0.84,AM,1738940144
408,shwebo,22.5667,95.7,23.22,42,6,1.99,MM,1738940145
409,lichinga,-13.3128,35.2406,19.6,91,100,0.64,MZ,1738940147
410,lambarene,-0.7001,10.2406,30.98,63,63,1.82,GA,1738940148
411,namibe,-15.1961,12.1522,26.24,74,100,4.95,AO,1738940058
412,bonthe,7.5264,-12.505,31.47,51,0,6.07,SL,1738940150
413,chernyshevskiy,63.0128,112.4714,-28.51,98,100,2.29,RU,1738940151
414,melekeok village,7.4957,134.6367,27.31,78,75,4.12,PW,1738940152
415,sainte-anne-des-monts,49.124,-66.4924,-5.07,68,91,12.86,CA,1738940153
416,nampula,-15.1165,39.2666,26.97,74,75,4.63,MZ,1738940154
417,crane,31.3974,-102.3501,17.67,50,0,2.45,US,1738940156
418,daru,-9.0763,143.2092,27.27,85,99,1.33,PG,1738940157
419,mount isa,-20.7333,139.5,23.87,100,40,0.0,AU,1738940158
420,karwar,14.8,74.1333,26.51,73,0,1.59,IN,1738940159
421,bridgewater,44.3835,-64.5155,3.95,85,100,6.69,CA,1738940163
422,tynda,55.1667,124.7167,-34.0,100,98,1.33,RU,1738940164
423,hoquiam,46.9809,-123.8893,0.56,92,100,3.09,US,1738940165
424,pisco,-13.7,-76.2167,25.03,78,20,2.06,PE,1738940050
425,vyaz'ma,55.2104,34.2951,-4.58,83,8,2.81,RU,1738940167
426,soledade,-28.8183,-52.5103,31.06,42,39,2.32,BR,1738940091
427,constitucion,-35.3333,-72.4167,22.7,50,3,3.44,CL,1738940169
428,shihezi,44.3,86.0333,-14.34,95,100,1.18,CN,1738940170
429,pemangkat,1.1667,108.9667,25.37,86,100,4.76,ID,1738940172
430,nanga eboko,4.6833,12.3667,36.75,16,75,2.18,CM,1738940061
431,jimo,36.3897,120.4622,-8.12,32,0,7.0,CN,1738940175
432,itaituba,-4.2761,-55.9836,28.09,83,75,2.57,BR,1738940176
433,puerto baquerizo moreno,-0.9,-89.6,25.55,83,20,1.54,EC,1738940177
434,sena madureira,-9.0656,-68.6569,27.42,71,96,1.25,BR,1738940178
435,tobelo,1.7284,128.0095,26.77,84,70,2.99,ID,1738940180
436,muli,2.9167,73.5667,27.74,76,96,6.18,MV,1738940181
437,lerwick,60.1545,-1.1494,7.01,78,0,8.41,GB,1738940182
438,coalcoman de vazquez pallares,18.7833,-103.15,24.57,48,3,1.1,MX,1738940183
439,the pas,53.8251,-101.2541,-20.99,77,0,4.12,CA,1738940184
440,fougamou,-1.2154,10.5838,31.01,64,95,1.32,GA,1738940185
441,alofi,-19.0595,-169.9187,22.94,100,88,1.03,NU,1738940186
442,hithadhoo,-0.6,73.0833,27.65,66,52,2.31,MV,1738940187
443,panaba,21.2833,-88.2667,26.37,58,0,5.13,MX,1738940189
444,ulety,51.3572,112.4849,-28.44,95,6,1.19,RU,1738940190
445,neryungri,56.6709,124.6491,-36.22,99,100,1.41,RU,1738940191
446,miquelon,47.0975,-56.3814,3.77,98,100,17.19,PM,1738940192
447,lompoc,34.6391,-120.4579,10.94,86,100,2.24,US,1738940193
448,fuerte olimpo,-21.0415,-57.8738,32.42,49,98,1.5,PY,1738940194
449,cabedelo,-6.9811,-34.8339,30.37,67,100,6.73,BR,1738940195
450,bulawayo,-20.15,28.5833,26.37,36,0,5.55,ZW,1738940196
451,swakopmund,-22.6833,14.5333,18.59,80,74,4.45,NA,1738940198
452,abadan,30.3392,48.3043,16.97,34,0,4.12,IR,1738940199
453,ponta delgada,37.7333,-25.6667,18.44,88,20,7.2,PT,1738940200
454,jijiga,9.35,42.8,25.21,28,7,5.83,ET,1738940048
455,taro,-8.3862,115.28,19.96,95,100,0.4,ID,1738940202
456,argo,37.6333,22.7333,7.81,58,80,5.33,GR,1738940203
457,whakatane,-37.9585,176.9854,18.62,99,94,0.55,NZ,1738940204
458,kidal,18.4411,1.4078,31.27,8,99,0.98,ML,1738940205
459,tsetserleg,47.475,101.4542,-20.65,94,5,1.55,MN,1738940207
460,berekum,7.4534,-2.584,38.83,18,4,1.31,GH,1738940208
461,iquique,-20.2208,-70.1431,23.7,72,3,2.09,CL,1738940022
462,detroit lakes,46.8172,-95.8453,-17.97,78,0,0.0,US,1738940210
463,happy valley-goose bay,53.3168,-60.3315,-9.83,92,100,5.14,CA,1738940212
464,bireun,5.203,96.7009,25.39,85,28,1.91,ID,1738940213
465,tamanrasset,22.785,5.5228,25.95,15,63,6.69,DZ,1738940214
466,juneau,58.3019,-134.4197,-8.66,92,0,1.54,US,1738940216
467,guerrero negro,27.9769,-114.0611,13.98,92,0,4.28,MX,1738940217
468,kapa'a,22.0752,-159.319,19.18,94,75,2.06,US,1738940218
469,pacific grove,36.6177,-121.9166,11.06,93,75,1.79,US,1738940219
470,vanimo,-2.6741,141.3028,26.12,89,85,1.04,PG,1738940221
471,tutong,4.8,114.65,25.1,88,98,2.52,BN,1738940222
472,aytos,42.7,27.25,3.68,54,20,4.98,BG,1738940223
473,saint-philippe,-21.3585,55.7679,28.31,80,44,4.25,RE,1738940224
474,eirunepe,-6.6603,-69.8736,27.89,75,95,0.96,BR,1738940225
475,caconda,-13.7333,15.0667,18.72,72,100,2.53,AO,1738940226
476,qarazhal,48.0078,70.7903,-14.65,92,8,3.49,KZ,1738940227
477,ciudad lazaro cardenas,17.9583,-102.2,24.9,77,50,1.78,MX,1738940229
478,eilat,29.5581,34.9482,15.91,36,75,4.63,IL,1738940230
479,pirgaaj,25.8604,88.3635,17.37,32,0,3.04,BD,1738940231
480,muynoq,43.7683,59.0214,-0.7,63,7,9.43,UZ,1738940232
481,ilanskiy,56.2358,96.065,-24.67,100,96,0.12,RU,1738940233
482,turaif,31.6725,38.6637,9.14,46,75,7.2,SA,1738940234
483,tosontsengel,48.7567,98.2839,-26.76,100,88,0.15,MN,1738940235
484,undurkhaan,47.3194,110.6556,-24.88,81,0,2.32,MN,1738940237
485,sisimiut,66.9395,-53.6735,-16.02,90,100,5.11,GL,1738940238
486,tromso,69.6496,18.957,6.01,87,75,12.35,NO,1738940239
487,ha'il,27.5219,41.6907,14.01,24,0,4.12,SA,1738940240
488,naracoorte,-36.9579,140.7383,15.13,73,100,5.17,AU,1738940241
489,rabo de peixe,37.8,-25.5833,17.77,99,20,7.2,PT,1738940242
490,revda,56.801,59.9303,-9.47,98,33,2.26,RU,1738940244
491,issoudun,47.0,1.8333,6.83,76,0,3.09,FR,1738940245
492,arteche,12.2645,125.4048,24.25,94,100,0.31,PH,1738940246
493,magadan,59.5667,150.8,-22.74,74,6,4.42,RU,1738940247
494,east london,-33.0153,27.9116,27.0,75,0,11.57,ZA,1738940248
495,brokopondo,4.75,-55.1667,26.06,78,99,2.41,SR,1738940249
496,gurupi,-11.7292,-49.0686,30.72,56,77,3.77,BR,1738939980
497,dhidhdhoo,6.8833,73.1,27.6,69,18,5.64,MV,1738940251
498,pudozh,61.8099,36.5345,-2.49,92,98,2.97,RU,1738940253
499,ta`u,-14.2336,-169.5144,28.24,75,68,5.57,AS,1738940254
500,rodnikovskaya,44.7644,40.6656,0.19,70,69,8.02,RU,1738940255
501,alo,6.5486,4.2686,30.48,63,97,5.84,NG,1738940256
502,san clemente,33.427,-117.612,15.25,96,100,4.02,US,1738940165
503,lenoir,35.2335,-77.6497,18.47,88,40,5.14,US,1738940258
504,lulea,65.5842,22.1547,3.04,81,0,2.06,SE,1738940259
505,ngorongoro,-3.2397,35.4875,17.79,66,99,1.62,TZ,1738940260
506,shahrak,34.1074,64.3052,-7.12,81,7,2.84,AF,1738940262
507,post,33.1909,-101.3782,12.19,60,19,2.47,US,1738940263
508,san antonio,29.4241,-98.4936,21.29,87,100,3.6,US,1738939803
509,sesheke,-17.4759,24.2968,28.76,48,68,3.3,ZM,1738940265
510,chonchi,-42.6128,-73.8092,20.55,45,69,1.66,CL,1738940266
511,kalmunai,7.4167,81.8167,25.19,73,42,4.04,LK,1738940267
512,bardai,11.65,7.2333,31.13,10,100,4.49,NG,1738940268
513,yeraliyev,43.2,51.65,1.04,45,56,8.0,KZ,1738940269
514,temiskaming shores,47.4938,-79.7153,-10.11,82,100,5.94,CA,1738940271
515,kurayyimah,32.2764,35.5994,13.85,58,83,5.84,JO,1738939983
516,as sulayyil,20.4607,45.5779,26.16,30,2,0.28,SA,1738940273
517,bhulath gharbi,31.5328,75.5022,13.31,20,50,2.22,IN,1738940274
518,guaruja,-23.9931,-46.2564,32.13,51,20,2.68,BR,1738940229
519,mil'kovo,55.6078,37.7956,-1.48,52,6,2.48,RU,1738940276
520,ylitornio,66.3089,23.6773,-3.59,97,100,2.23,FI,1738940277
521,kushiro,42.975,144.3747,-3.47,86,75,2.57,JP,1738940279
522,morehead city,34.7229,-76.726,18.9,88,27,0.45,US,1738940280
523,san pedro de ycuamandiyu,-24.0917,-57.0764,38.91,30,12,1.38,PY,1738940281
524,nam som,17.7704,102.1895,24.87,52,12,5.35,TH,1738940283
525,masterton,-40.9597,175.6575,9.0,96,0,1.72,NZ,1738940284
526,kitimat,54.0524,-128.6534,-11.16,82,64,1.97,CA,1738940285
527,muroto-misakicho,33.2833,134.15,2.05,63,95,11.5,JP,1738940287
528,castillos,-34.1667,-53.8333,27.11,48,0,3.29,UY,1738940186
529,uzes,44.0167,4.4167,11.2,76,100,9.98,FR,1738940290
530,prince rupert,54.3161,-130.3201,-0.17,55,62,7.72,CA,1738940291
531,villa gesell,-37.2639,-56.973,27.73,49,0,2.06,AR,1738940292
532,mweka,-4.85,21.5667,25.17,73,100,1.09,CD,1738940293
533,port-vila,-17.7338,168.3219,26.78,89,100,3.09,VU,1738940294
534,al jawf,29.5,38.75,12.02,36,1,3.69,SA,1738940296
535,macapa,0.0389,-51.0664,26.99,89,75,2.06,BR,1738940101
536,westport,41.1415,-73.3579,5.87,42,0,5.66,US,1738940009
537,nagqu,31.5,92.0,-10.43,11,66,2.98,CN,1738940299
538,isla vista,34.4133,-119.861,12.42,97,19,1.34,US,1738940300
539,vernon,50.2581,-119.2691,-14.03,76,52,2.06,CA,1738940301
540,letpandan,17.7833,95.75,23.57,42,53,3.49,MM,1738940302
541,mahina,-17.5065,-149.489,25.87,83,0,0.0,PF,1738940303
542,mersa matruh,31.3525,27.2453,14.11,51,40,7.2,EG,1738940305
543,senanga,-16.1167,23.2667,28.96,52,99,4.85,ZM,1738940306
544,kununurra,-15.7667,128.7333,26.99,94,100,1.54,AU,1738940307
545,longjiang,47.3303,123.1836,-12.53,74,93,6.18,CN,1738940308
546,aktobe,50.2797,57.2072,-8.95,73,0,11.0,KZ,1738940309
547,springs,-26.25,28.4,25.93,65,67,3.91,ZA,1738940310
548,sandnessjoen,66.0217,12.6316,6.06,81,75,7.72,NO,1738940311
549,marolambo,-20.05,48.1167,24.11,96,100,1.19,MG,1738940313
550,senise,40.1471,16.2889,10.86,72,99,2.24,IT,1738940314
551,ekibastuz,51.6667,75.3667,-22.24,100,74,1.57,KZ,1738940315
552,nelson bay,-32.7167,152.15,23.38,82,0,4.02,AU,1738940316
553,moundou,8.5667,16.0833,35.13,10,100,0.0,TD,1738940317
554,alta,69.9689,23.2717,7.59,80,75,4.63,NO,1738940318
555,congonhas,-20.4997,-43.8578,27.69,49,68,2.5,BR,1738940319
556,solnechnyy,50.7214,136.6319,-13.93,88,100,5.78,RU,1738940320
557,vlore,40.4667,19.4897,12.84,59,73,2.53,AL,1738940100
558,tambau,-21.705,-47.2744,28.13,66,37,0.69,BR,1738940323
559,freetown,8.484,-13.2299,28.84,70,40,4.63,SL,1738940324
560,howrah,22.5892,88.3103,21.0,52,0,0.0,IN,1738940325
561,kashima,33.1061,130.0906,-0.16,63,92,7.01,JP,1738940326
562,ziniare,12.5822,-1.2983,36.6,5,10,4.3,BF,1738940327
563,ixtapa,20.7,-105.2,25.05,29,0,0.91,MX,1738940328
564,crystal city,28.6775,-99.8281,20.06,100,100,2.06,US,1738940329
565,stolin,51.8912,26.846,-1.55,68,67,2.55,BY,1738940331
566,zaragoza,41.6561,-0.8773,10.57,65,75,1.54,ES,1738940332
567,manokwari,-0.8667,134.0833,27.05,80,84,3.74,ID,1738940333
568,yarmouth,41.7057,-70.2286,5.05,87,100,5.81,US,1738940334
569,bodaybo,57.8506,114.1933,-38.51,100,41,0.78,RU,1738940335
570,chakulia,22.4833,86.7167,21.6,12,0,1.03,IN,1738940336
